Organization URL,Organization Name,Last Funding Type,Full Description,Industries,Headquarters Location,Description,CB Rank (Company),Founded Date,Operating Status,Estimated Revenue Range,Diversity Spotlight (US Headquarters Only),Headquarters Regions,Exit Date,Closed Date,Company Type,Website,Facebook,LinkedIn,Twitter,Contact Email,Phone Number,Number of Articles,Hub Tags,Actively Hiring,Number of Sub-Orgs,Investor Type,Investment Stage,Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount,Last Equity Funding Amount,Last Equity Funding Type,Total Equity Funding Amount,Total Funding Amount,Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,Acquisition Status,Number of Portfolio Organizations,Number of Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits,Number of Exits (IPO),Accelerator Program Type,Accelerator Application Deadline,Accelerator Duration (in weeks),IPO Status,IPO Date,Delisted Date,Money Raised at IPO,Valuation at IPO,Stock Symbol,Stock Exchange,Number of Events,Last Leadership Hiring Date,Last Layoff Mention Date,Similar Companies,Tags,Number of Private Notes,Date of Most Recent Valuation,Most Recent Valuation Range,IT Spend,Most Popular Trademark Class,Most Popular Patent Class,Trademarks Registered,Patents Granted,Total Products Active,Downloads Last 30 Days,Number of Apps,Active Tech Count,Monthly Visits,Average Visits (6 months),Visit Duration,Monthly Visits Growth,Visit Duration Growth,Page Views / Visit,Page Views / Visit Growth,Bounce Rate,Bounce Rate Growth,Global Traffic Rank,Monthly Rank Change (#),Monthly Rank Growth,Contact Job Departments,Number of Contacts,Number of Private Contacts,Transaction Name,Acquired by,Announced Date,Price,Acquisition Type,Acquisition Terms,CB Rank (Organization),CB Rank (School),Trend Score (7 Days),Trend Score (30 Days),Trend Score (90 Days)
https://www.crunchbase.com//organization/big-data-research-center, Big Data Research Center ,—,—, Artificial Intelligence  Big Data  Machine Learning  Robotics, Quebec  Quebec  Canada,Big Data Research Center specializes in robotics  machine learning  bioinformatics  geomatics  and artificial intelligence services.,1 769 531,2016,Active,—, — , — ,—,—,For Profit, crdm.ulaval.ca/ ,https://www.facebook.com/CRDM.ULaval/,https://www.linkedin.com/company/crdm/,https://twitter.com/crdm_ul?lang=fr,amna.abderrazak@ift.ulaval.ca,+1-418-656-2131,—, —,—,—, —, —, Artificial Intelligence  Data and Analytics  Hardware  Science and Engineering  Software,—, — ,51-100,—,—,—,—,—,—,—,—, — ,—,—,—, —,—,—,—,—,—,—,—,—,—,Private,—,—,—,—,—,—,—,—,—,13, — ,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—, —,—,—,—,—,—,—,—,—,1 806 295,—,0.9,1.4,-0.5
https://www.crunchbase.com//organization/geolearn-7496, GeoLearn ,—,—, Artificial Intelligence  Augmented Reality  Machine Learning  Software, Quebec  Quebec  Canada,GeoLearn is a software development firm that uses new technologies using artificial intelligence for solving problems in geosciences.,1 762 563,2017,Active,$1M to $10M, — , — ,—,—,For Profit, www.geolearn.ai/ ,https://www.facebook.com/GeolearnAI/,https://www.linkedin.com/company/geolearn.ca/,—,info@geostack.ca,—,—, —,—,—, —, —, Artificial Intelligence  Data and Analytics  Hardware  Science and Engineering  Software,—, — ,1-10,—,—,—,—,—,—,—,—, — ,—,—,—, —,—,—,—,—,—,—,—,—,—,Private,—,—,—,—,—,—,—,—,—,12, — ,—,—,—,—,—,—,—,—,—,—,—,3,—,—,—,—,—,—,—,—,—,—,—,—, —,—,—,—,—,—,—,—,—,1 799 242,—,-0.2,2.5,1.3
https://www.crunchbase.com//organization/abersoft, Abersoft ,—,—, Apps  Artificial Intelligence  Cloud Data Services  Security  Software, Mississauga  Ontario  Canada,Abersoft is an IT company that offers application development  cloud  data and AI innovation  and security solutions.,1 758 359,2015,Active,—, — , Great Lakes,—,—,For Profit, abersoft.ca ,https://www.facebook.com/AbersoftInc/,https://www.linkedin.com/company/abersoft/,https://twitter.com/abersoftinc,contact@abersoft.ca,1833-455-1850,—, —,—,—, —, —, Apps  Artificial Intelligence  Data and Analytics  Information Technology  Internet Services  Privacy and Security  Science and Engineering  Software,—, — ,1-10,—,—,—,—,—,—,—,—, — ,—,—,—, —,—,—,—,—,—,—,—,—,—,Private,—,—,—,—,—,—,—,—,—,15, — ,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—, —,—,—,—,—,—,—,—,—,1 794 979,—,-0.6,-2,-0.9
https://www.crunchbase.com//organization/winwin-9106, WinWin ,—,—, Artificial Intelligence  Loyalty Programs  Machine Learning  Mobile Apps  Mobile Payments, Richmond Hill  Ontario  Canada,Next-generation AI based loyalty and payment solution.,1 754 743,Aug 23  2021,Active,—, — , Great Lakes,—,—,For Profit, winwin-app.com/ ,—,https://www.linkedin.com/company/winwinpay,—,info@winwin-app.com,—,—, —,—,—, —, —, Apps  Artificial Intelligence  Data and Analytics  Financial Services  Mobile  Payments  Sales and Marketing  Science and Engineering  Software,3, Farzin Pashaee  Kamran Noori Nezhad  Yousef Yousefi,1-10,—,—,—,—,—,—,—,—, — ,—,—,—, —,—,—,—,—,—,—,—,—,—,Private,—,—,—,—,—,—,—,—,—,3, — ,—,—,—,—,—,—,—,—,—,—,—,2,—,—,—,—,—,—,—,—,—,—,—,—, —,—,—,—,—,—,—,—,—,1 791 304,—,-0.3,-1.3,-1.6
https://www.crunchbase.com//organization/moinstall, Moinstall ,—,—, Artificial Intelligence, Vancouver  British Columbia  Canada,An AI company for better business decisions and empowered consumers.,1 750 916,Jan 11  2014,Active,—, — , — ,—,—,For Profit, www.moinstall.com ,—,—,—,—,604.998.8610,—, —,—,—, —, —, Artificial Intelligence  Data and Analytics  Science and Engineering  Software,—, — ,—,—,—,—,—,—,—,—,—, — ,—,—,—, —,—,—,—,—,—,—,—,—,—,Private,—,—,—,—,—,—,—,—,—,—, — ,—,—,—,—,—,—,—,—,13,—,—,7,—,—,—,—,—,—,—,—,—,—,—,—, —,—,—,—,—,—,—,—,—,1 787 434,—,-0.2,-0.1,-0.2
https://www.crunchbase.com//organization/aversan-labs, Aversan labs ,—,—, Artificial Intelligence  Electrical Distribution, Mississauga  Ontario  Canada,Aversan Labs is committed to turning your innovative IoT  AI or Smart City idea into a market-ready commodity that will excite users.,1 747 949,—,Active,—, — , Great Lakes,—,—,For Profit, www.aversanlabs.com ,—,https://www.linkedin.com/company/aversan-labs/about/,https://twitter.com/AversanLabs,info@aversanlabs.com,1.416.201.0442,—, —,—,—, —, —, Artificial Intelligence  Data and Analytics  Energy  Science and Engineering  Software,—, — ,101-250,—,—,—,—,—,—,—,—, — ,—,—,—, —,—,—,—,—,—,—,—,—,—,Private,—,—,—,—,—,—,—,—,—,—, — ,—,—,—,—,—,—,—,—,—,—,—,5,—,—,—,—,—,—,—,—,—,—,—,—, —,—,—,—,—,—,—,—,—,1 784 425,—,-0.3,-1,2.9
https://www.crunchbase.com//organization/samrad-ai-inc, SAMRAD AI Inc. ,—,—, Artificial Intelligence  Information Technology  Software, Burnaby  British Columbia  Canada,Sam Rad Holding is an IT company that develops artificial intelligence businesses.,1 746 307,2020,Active,$1M to $10M, — , — ,—,—,For Profit, samrad.ca/ ,—,https://www.linkedin.com/company/samrad/,—,info@samrad.ca,+1-614-300-8800,—, —,—,—, —, —, Artificial Intelligence  Data and Analytics  Information Technology  Science and Engineering  Software,—, — ,11-50,—,—,—,—,—,—,—,—, — ,—,—,—, —,—,—,—,—,—,—,—,—,—,Private,—,—,—,—,—,—,—,—,—,9, — ,—,—,—,—,—,—,—,—,—,—,—,3,—,—,—,—,—,—,—,—,—,—,—,—, —,—,—,—,—,—,—,—,—,1 782 760,—,-0.2,-0.2,-0.3
https://www.crunchbase.com//organization/usensi, Usensi ,—,—, Artificial Intelligence  Consumer Software  IT Management  Software, Oshawa  Ontario  Canada,AI-based Solutions & Products for Restaurant Industry,1 743 469,Dec 8  2021,Active,—, — , Great Lakes,—,—,For Profit, www.usensi.com ,—,https://www.linkedin.com/company/usensitech/,—,info@usensi.com,—,—, —,—,—, —, —, Artificial Intelligence  Data and Analytics  Information Technology  Science and Engineering  Software,1, Marzieh Khazaee,1-10,—,—,—,—,—,—,—,—, — ,—,—,—, —,—,—,—,—,—,—,—,—,—,Private,—,—,—,—,—,—,—,—,—,8, — ,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—, —,—,—,—,—,—,—,—,—,1 779 881,—,-0.2,0,-0.9
https://www.crunchbase.com//organization/vhrtech-ai, VHRtech ,—,Virtual Human Resources  are committed to developing virtual assistants using AI  machine learning  and deep learning. VHrtech is focused on developing the next Virtual Assistant. The founder is a seasoned HR and IT professional. We're on the lookout for resources right now. There are numerous materials available!, Artificial Intelligence  CRM  Machine Learning  Virtual Assistant, Montréal  Quebec  Canada,VHRtech dedicated to create virtual assistants using Artificial Intelligence  machine and deep learning.,1 743 199,—,Active,—, — , — ,—,—,For Profit, www.vhrtech.ai ,https://www.facebook.com/vhrtech/,https://www.linkedin.com/company/vhrtech.ai,https://twitter.com/vhrtech,support@vhrtech.ai,+514 808 2673,—, —,—,—, —, —, Artificial Intelligence  Data and Analytics  Information Technology  Sales and Marketing  Science and Engineering  Software,1, Jean-Benoit Richard,1-10,—,—,—,—,—,—,—,—, — ,—,—,—, —,—,—,—,—,—,—,—,—,—,Private,—,—,—,—,—,—,—,—,—,3, — ,—,—,—,—,—,—,—,—,—,—,—,18,—,—,—,—,—,—,—,—,—,—,—,—, —,—,—,—,—,—,—,—,—,1 779 604,—,2,0.3,1
https://www.crunchbase.com//organization/cria, CRIA ,—,—, Artificial Intelligence  Consulting  Machine Learning, Montréal  Quebec  Canada,CRIA is a consulting firm that provides automatic natural language processing  planning  data sciences  and machine learning services.,1 743 166,1969,Active,—, — , — ,—,—,For Profit, gdac.uqam.ca ,—,https://www.linkedin.com/company/uqam,—,gdac.uqam.ca@gmail.com,+1-514-987-3000,—, —,—,—, —, —, Artificial Intelligence  Data and Analytics  Professional Services  Science and Engineering  Software,—, — ,—,—,—,—,—,—,—,—,—, — ,—,—,—, —,—,—,—,—,—,—,—,—,—,Private,—,—,—,—,—,—,—,—,—,7, — ,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—, —,—,—,—,—,—,—,—,—,1 779 573,—,1.3,0.7,-0.3
https://www.crunchbase.com//organization/mobiedge-technologies, MobiEdge Technologies ,—,—, Artificial Intelligence  Information Technology, Cambridge  Ontario  Canada,MobiEdge Technologies is an intelligence augmentation to the effective use of information technology in augmenting human intelligence.,1 742 094,—,Active,—, — , Great Lakes,—,—,For Profit, www.mobiedge.ca ,—,—,—,—,—,—, —,—,—, —, —, Artificial Intelligence  Data and Analytics  Information Technology  Science and Engineering  Software,—, — ,—,—,—,—,—,—,—,—,—, — ,—,—,—, —,—,—,—,—,—,—,—,—,—,Private,—,—,—,—,—,—,—,—,—,2, — ,—,—,—,—,—,—,—,—,—,2,5,19,—,—,—,—,—,—,—,—,—,—,—,—, —,—,—,—,—,—,—,—,—,1 778 481,—,-0.3,-1.1,-0.2
https://www.crunchbase.com//organization/images-et-technologie, Images et Technologie ,—,—, Artificial Intelligence  Cloud Computing  Information Technology  IT Infrastructure, Montréal  Quebec  Canada,Images et Technologie offers end-to-end data center  AI  and IT infrastructure design solutions as well as managed IT and cloud services.,1 734 946,1995,Active,$1M to $10M, — , — ,—,—,For Profit, www.imagespc.com/en/ ,—,https://www.linkedin.com/company/images-et-technologie/,https://twitter.com/Images_et_Tech,info@imagespc.com,+1 514 934-3209,—, —,—,—, —, —, Artificial Intelligence  Data and Analytics  Information Technology  Internet Services  Science and Engineering  Software,—, — ,11-50,—,—,—,—,—,—,—,—, — ,—,—,—, —,—,—,—,—,—,—,—,—,—,Private,—,—,—,—,—,—,—,—,—,4, — ,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—, Finance  Management  Pro Services,16,—,—,—,—,—,—,—,1 771 255,—,2.5,-0.3,-0.6
https://www.crunchbase.com//organization/crypto-qu%C3%A9bec, Crypto.Québec ,—,Crypto.Québec is a non-profit social organization.The primary role of the organization is the production of popular and factual content on issues of computer security  geopolitics  privacy  information technology and intelligence.The second role of Crypto.Québec is to support the emancipation and advancement of individual and collective Quebec freedoms through a range of services and products.Crypto.Québec is an apartisan organization with no specific political positions outside the issues that concern it., Cyber Security  Intelligent Systems  Politics  Privacy, Montréal  Quebec  Canada,computer security  geopolitics  privacy  information technology and intelligence.  ,1 728 769,Mar 19  2015,Active,—, — , — ,—,—,Non-profit, crypto.quebec/ ,https://www.facebook.com/crypto.quebec/,https://www.linkedin.com/company/crypto.quebec/,https://twitter.com/cryptoqc,luc@crypto.quebec,—,—, —,—,—, —, —, Artificial Intelligence  Data and Analytics  Government and Military  Information Technology  Privacy and Security  Science and Engineering,2, Jean-Philippe Décarie-Mathieu  Luc Lefebvre,11-50,—,—,—,—,—,—,—,—, — ,—,—,—, —,—,—,—,—,—,—,—,—,—,Private,—,—,—,—,—,—,—,—,—,3, — ,—,—,—,—,—,—,—,—,—,—,—,5,—,—,—,—,—,—,—,—,—,—,—,—, —,—,—,—,—,—,—,—,—,1 764 986,—,-0.2,-0.5,-0.6
https://www.crunchbase.com//organization/altedata-systems, Altedata Systems ,—,We are an artificial intelligence consultancy company that do data engineering  data visualization and predictive analytics for our clients., Artificial Intelligence, Mississauga  Ontario  Canada,Artificial Intelligence Consultancy Company,1 728 575,Jan 2  2020,Active,—, — , Great Lakes,—,—,For Profit, altedatasystems.com/ ,https://www.facebook.com/Altedata-Systems-108062510753780/,—,—,altedatasystems@gmail.com,647 394 3384,—, —,—,—, —, —, Artificial Intelligence  Data and Analytics  Science and Engineering  Software,1, Mihir Kachroo,1-10,—,—,—,—,—,—,—,—, — ,—,—,—, —,—,—,—,—,—,—,—,—,—,Private,—,—,—,—,—,—,—,—,—,3, — ,—,—,—,—,—,—,—,—,—,—,—,2,—,—,—,—,—,—,—,—,—,—,—,—, —,—,—,—,—,—,—,—,—,1 764 793,—,-0.1,2,0.8
https://www.crunchbase.com//organization/antcolony, AntColony ,—,—, Analytics  Artificial Intelligence  Cloud Data Services  Consulting  Information Technology  Machine Learning  Software, Toronto  Ontario  Canada,We help improve your business with Management Strategy  Technology Transformation  Data Science & Analytics  ML/AI  eCommerce.,1 728 447,Jun 2018,Active,—, — , Great Lakes,—,—,For Profit, www.antcolony.co/ ,https://www.facebook.com/AntColonyInc/,https://www.linkedin.com/company/antcolony,https://twitter.com/AntColony,—,—,—, —,—,—, —, —, Artificial Intelligence  Data and Analytics  Information Technology  Internet Services  Professional Services  Science and Engineering  Software,1, Sowmyan Jegatheesan,1-10,—,—,—,—,—,—,—,—, — ,—,—,—, —,—,—,—,—,—,—,—,—,—,Private,—,—,—,—,—,—,—,—,—,9, — ,—,—,—,—,—,—,—,—,—,—,—,6,—,—,—,—,—,—,—,—,—,—,—,—, —,1,—,—,—,—,—,—,—,1 764 660,—,-0.2,0.1,-0.1
https://www.crunchbase.com//organization/predikat, Predikat ,—,—, Predictive Analytics  SaaS  Software, Caledon  Ontario  Canada,Predikat is predictive analytics software focusing on R&D efforts to help gaming and web application companies (SaaS) reduce churn rates.,1 725 185,—,Active,—, — , Great Lakes,—,—,For Profit, www.predikat.co ,—,https://www.linkedin.com/company/predikatpredictiveanalytics/,https://www.twitter.com/predikatcanada,alex@predikat.co,—,—, —,—,—, —, —, Artificial Intelligence  Data and Analytics  Software,—, — ,1-10,—,—,—,—,—,—,—,—, — ,—,—,—, —,—,—,—,—,—,—,—,—,—,Private,—,—,—,—,—,—,—,—,—,3, — ,—,—,—,—,—,—,—,—,11,—,—,23,—,—,—,—,—,—,—,—,—,—,—,—, —,—,—,—,—,—,—,—,—,1 761 356,—,-0.2,-0.8,-0.1
https://www.crunchbase.com//organization/agent-health, Agent Health ,—,Agent Health provides AI solutions to solve some of the healthcare industry's most pressing challenges by offering companies solutions to reduce process variance  automate operations and predict occurrences in their value chain., Artificial Intelligence  Big Data  Health Care  Internet, Montréal  Quebec  Canada,Agent Health is an automated machine learning for healthcare that offers consulting  big data analytics  and chatbot services.,1 721 828,2018,Active,—, — , — ,—,—,For Profit, agenthealth.ai ,https://www.facebook.com/agenthealth/,https://www.linkedin.com/company/agent-health/,—,info@agenthealth.ai,+1 514-691-0129,—, —,—,—, —, —, Artificial Intelligence  Data and Analytics  Health Care  Internet Services  Science and Engineering  Software,—, — ,11-50,—,—,—,—,—,—,—,—, — ,—,—,—, —,—,—,—,—,—,—,—,—,—,Private,—,—,—,—,—,—,—,—,—,2, — ,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—, —,—,—,—,—,—,—,—,—,1 757 946,—,-0.2,0,-0.4
https://www.crunchbase.com//organization/base2-digital, Base2 Digital ,—,—, Artificial Intelligence  Content  E-Learning  UX Design, Quebec  Quebec  Canada,Base2 Digital is an information technology company that offers artificial intelligence  data analytics  e-learning  and UX design solutions.,1 717 184,—,Active,—, — , — ,—,—,For Profit, www.base2.digital ,—,https://www.linkedin.com/company/base2digital/,—,—,—,—, —,—,—, —, —, Artificial Intelligence  Data and Analytics  Design  Education  Media and Entertainment  Science and Engineering  Software,—, — ,1-10,—,—,—,—,—,—,—,—, — ,—,—,—, —,—,—,—,—,—,—,—,—,—,Private,—,—,—,—,—,—,—,—,—,8, — ,—,—,—,—,—,—,—,—,—,—,—,1,—,—,—,—,—,—,—,—,—,—,—,—, —,—,—,—,—,—,—,—,—,1 753 241,—,-0.2,3,-0.1
https://www.crunchbase.com//organization/botspiel-software, Botspiel Software ,—,Botspiel Software is an AI software company that offers a web application that allows to define  configure and track all aspects of the AI's knowledge  personality  skills  and the community it serves., Artificial Intelligence  Information Technology  Natural Language Processing  Software, Vancouver  British Columbia  Canada,BotSpiel Software is a software service provider that helps to serve and communicate with a targeted community.,1 712 729,2019,Active,—, — , — ,—,—,For Profit, www.botspiel.com ,—,https://www.linkedin.com/company/botspiel-software-inc/,—,—,—,—, —,—,—, —, —, Artificial Intelligence  Data and Analytics  Information Technology  Science and Engineering  Software,—, — ,1-10,—,—,—,—,—,—,—,—, — ,—,—,—, —,—,—,—,—,—,—,—,—,—,Private,—,—,—,—,—,—,—,—,—,7, — ,—,—,—,—,—,—,—,—,—,—,—,3,—,—,—,—,—,—,—,—,—,—,—,—, —,1,—,—,—,—,—,—,—,1 748 725,—,-0.2,0.7,0.3
https://www.crunchbase.com//organization/autolog-production-management, Autolog  Production Management ,—,Autolog provides the service of process optimization  imaging  artificial vision  automation  research and development  and forest engineering  process experts  training visit  preventive maintenance  on-site technicians/programmers  and quality control visits., Artificial Intelligence  Customer Service  Environmental Engineering  Industrial Manufacturing  Market Research, Blainville  Quebec  Canada,Autolog  Production Management is a manufactures optimization and automation solution.,1 711 677,1987,Active,$10M to $50M, — , — ,—,—,For Profit, autolog.com ,https://www.facebook.com/autologoptimisation/,https://www.linkedin.com/company/autolog/,—,info@autolog.com,+1 450 434 8389,—, —,—,—, —, —, Artificial Intelligence  Data and Analytics  Design  Manufacturing  Other  Professional Services  Science and Engineering  Software  Sustainability,—, — ,101-250,—,—,—,—,—,—,—,—, — ,—,—,—, —,—,—,—,—,—,—,—,—,—,Private,—,—,—,—,—,—,—,—,—,9, — ,—,—,—,—,—,Printing; Lining Machines; Typewriters,0,1,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—, Engineering  Pro Services  Sales,15,—,—,—,—,—,—,—,1 747 661,—,-0.3,-0.4,-1.5
https://www.crunchbase.com//organization/greeter-ai, Greeter.AI ,—,Greeter.AI is a fast  easy-to-deploy solution that uses state-of-the-art AI (artificial intelligence) to keep workers out of harm’s way., Artificial Intelligence, Toronto  Ontario  Canada,Greeter's artificial intelligence software runs on iPads to encourage health  safety  and PPE compliance.,1 707 651,—,Active,—, — , Great Lakes,—,—,For Profit, www.greeter.ai/ ,—,—,—,greeter@gradient-ascent.com,1 647 697 9995,—, —,—,—, —, —, Artificial Intelligence  Data and Analytics  Science and Engineering  Software,1, Monish Gandhi,—,—,—,—,—,—,—,—,—, — ,—,—,—, —,—,—,—,—,—,—,—,—,—,Private,—,—,—,—,—,—,—,—,—,1, — ,—,—,—,—,—,—,—,—,—,—,—,—,1,—,0,—,—,1,—,100%,—,8 549 627,—,—, —,—,—,—,—,—,—,—,—,1 743 588,—,-0.2,-0.1,-0.2
https://www.crunchbase.com//organization/quasis, Quasis ,—,—, Artificial Intelligence  Cloud Infrastructure  Mobile Apps  Web Development, Quebec  Quebec  Canada,Quasis designs and implements advanced cloud and AI infrastructure as well as offers full-cycle web and mobile app development services.,1 702 209,Jan 2022,Active,—, — , — ,—,—,For Profit, quasis.ca/ ,—,https://www.linkedin.com/company/quasis/,—,info@quasis.ca,+1 418 262-3505,—, —,—,—, —, —, Apps  Artificial Intelligence  Data and Analytics  Hardware  Internet Services  Mobile  Science and Engineering  Software,—, — ,1-10,—,—,—,—,—,—,—,—, — ,—,—,—, —,—,—,—,—,—,—,—,—,—,Private,—,—,—,—,—,—,—,—,—,5, — ,—,—,—,—,—,—,—,—,—,—,—,6,—,—,—,—,—,—,—,—,—,—,—,—, —,—,—,—,—,—,—,—,—,1 738 071,—,1,-1,-1.1
https://www.crunchbase.com//organization/onefive-6065, ONEFIVE ,—,—, Document Management  Information Technology  Machine Learning, Vancouver  British Columbia  Canada,ONEFIVE is an information technology company that provides machine learning and document management services.,1 694 917,2010,Active,—, — , — ,—,—,For Profit, onefive.ca ,—,https://www.linkedin.com/company/onefive-inc,—,—,—,—, —,—,—, —, —, Artificial Intelligence  Data and Analytics  Information Technology  Software,—, — ,11-50,—,—,—,—,—,—,—,—, — ,—,—,—, —,—,—,—,—,—,—,—,—,—,Private,—,—,—,—,—,—,—,—,—,11, — ,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—, Management,1,—,—,—,—,—,—,—,1 730 684,—,-0.2,0.3,-0.1
https://www.crunchbase.com//organization/singular-software, Singular Software ,—,—, Developer Tools  Internet of Things  Machine Learning  Software, Surrey  British Columbia  Canada,Singular Software offers products in the areas of smart homes  connected cars  machine learning and develops audio & video production tools.,1 692 367,2007,Active,—, — , — ,—,—,For Profit, singsoftnext.com/ ,—,https://www.linkedin.com/company/singular-software-inc-/,—,—,—,—, —,—,—, —, —, Artificial Intelligence  Data and Analytics  Internet Services  Software,—, — ,1-10,—,—,—,—,—,—,—,—, — ,—,—,—, —,—,—,—,—,—,—,—,—,—,Private,—,—,—,—,—,—,—,—,—,5, — ,—,—,—,—,Scientific and electric apparatus and instruments,—,1,0,4,—,—,9,—,—,—,—,—,—,—,—,—,—,—,—, Product,1,—,—,—,—,—,—,—,1 728 102,—,-0.3,-0.5,-0.2
https://www.crunchbase.com//organization/cloudbridge-ai, CloudBridge AI ,—,—, Artificial Intelligence  Information Technology  Machine Learning, Ottawa  Ontario  Canada,CloudBridge AI is an information technology company that specializes in machine learning and AI services.,1 684 103,—,Active,—, — , Great Lakes,—,—,For Profit, www.cloudbridgeai.com ,—,https://www.linkedin.com/company/cloudbridgeai,—,—,+1 877 562 5645,—, —,—,—, —, —, Artificial Intelligence  Data and Analytics  Information Technology  Science and Engineering  Software,—, — ,11-50,—,—,—,—,—,—,—,—, — ,—,—,—, —,—,—,—,—,—,—,—,—,—,Private,—,—,—,—,—,—,—,—,—,15, — ,—,—,—,—,—,—,—,—,—,—,—,3,—,—,—,—,—,—,—,—,—,—,—,—, —,—,—,—,—,—,—,—,—,1 719 733,—,-0.3,-0.7,-0.7
https://www.crunchbase.com//organization/talkaitive, talkAItive ,—,Patented talkative technology helps sports and consumer brands to enhance their social engagement and sales impact  converting top social fans at optimal times of influence., Market Research  Natural Language Processing  Predictive Analytics  Social Media Marketing  Social Shopping, Toronto  Ontario  Canada,Sentiment Analysis  Social Commerce  Social Engagement,1 682 825,Jan 1  2017,Active,—, — , Great Lakes,—,—,For Profit, www.talkaitive.com ,https://www.facebook.com/pg/hellotait/,https://www.linkedin.com/company/talkaitive,https://twitter.com/tAIt_chatter,hello@talkaitive.com,—,—, —,—,—, —, —, Artificial Intelligence  Commerce and Shopping  Data and Analytics  Design  Sales and Marketing  Software,—, — ,11-50,—,—,—,—,—,—,—,—, — ,—,—,—, —,—,—,—,—,—,—,—,—,—,Private,—,—,—,—,—,—,—,—,—,3, — ,—,—,—,—,—,—,—,—,—,—,—,14,—,—,—,—,—,—,—,—,—,—,—,—, Operations,1,—,—,—,—,—,—,—,1 718 443,—,-0.2,3.8,2.6
https://www.crunchbase.com//organization/strategy-ai, Strategy & AI ,—,—, Analytics  Artificial Intelligence  Data Visualization  Machine Learning  Management Consulting, Montréal  Quebec  Canada,Strategy & AI leverages ML and AI technologies to offer business development  data visualization  and analytics services for businesses.,1 680 652,2018,Active,—, — , — ,—,—,For Profit, www.strategyandai.com/ ,—,https://www.linkedin.com/company/strategyandai/,—,info@strategyandai.com,+1 514-799-6428,—, —,—,—, —, —, Artificial Intelligence  Data and Analytics  Design  Information Technology  Professional Services  Science and Engineering  Software,—, — ,1-10,—,—,—,—,—,—,—,—, — ,—,—,—, —,—,—,—,—,—,—,—,—,—,Private,—,—,—,—,—,—,—,—,—,5, — ,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—, Management,1,—,—,—,—,—,—,—,1 716 242,—,1.5,-0.1,-0.6
https://www.crunchbase.com//organization/bounty-board-8df8, Bounty Board ,—,—, Artificial Intelligence  Information Technology  Software, Waterloo  Ontario  Canada,Bounty Board is a platform that connects corporates with startups and innovators by hosting innovative communities.,1 679 551,2021,Active,—, — , Great Lakes,—,—,For Profit, www.bountyboard.ca ,—,https://www.linkedin.com/company/bountyboard,https://twitter.com/bountyboard_,info@bountyboard.ca,1 844 910 0355,—, —,—,—, —, —, Artificial Intelligence  Data and Analytics  Information Technology  Science and Engineering  Software,—, — ,1-10,—,—,—,—,—,—,—,—, — ,—,—,—, —,—,—,—,—,—,—,—,—,—,Private,—,—,—,—,—,—,—,—,—,10, — ,—,—,—,—,—,—,—,—,—,—,—,9,—,—,—,—,—,—,—,—,—,—,—,—, —,—,—,—,—,—,—,—,—,1 715 122,—,-0.1,5.3,5
https://www.crunchbase.com//organization/sts-2616, STS ,—,—, Consulting  Language Learning  Natural Language Processing, Calgary  Alberta  Canada,STS is a foreign language service provider that offers translation and interpretation services to businesses and individuals.,1 671 043,2006,Active,$1M to $10M, — , — ,—,—,For Profit, sandaltranslation.ca ,https://www.facebook.com/sandaltranslation,https://www.linkedin.com/company/sandal-translation-services-ltd.,https://twitter.com/rajsandal69,info@sandaltranslation.ca,+1-403-460-0070,—, —,—,—, —, —, Artificial Intelligence  Data and Analytics  Education  Professional Services  Software,—, — ,11-50,—,—,—,—,—,—,—,—, — ,—,—,—, —,—,—,—,—,—,—,—,—,—,Private,—,—,—,—,—,—,—,—,—,10, — ,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—, Management,1,—,—,—,—,—,—,—,1 706 506,—,-0.2,3.1,4.1
